1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.089798	627.201626	0.003869	996
1	-0.757581	623.504937	0.018371	29
2	-0.000000	619.865785	0.000000	30
3	-0.592617	616.282728	0.019595	30
4	-0.000000	612.754375	0.000000	30
5	-0.013733	609.279381	0.001476	29
6	-0.987328	605.856447	0.007984	30
7	-0.892481	602.484317	0.014914	30
8	-0.272741	599.161779	0.000980	29
9	-0.000000	595.887656	0.000000	23
10	-0.481040	592.660813	0.011044	28
11	-0.005198	589.480151	0.000836	30
12	-0.814690	586.344606	0.017770	30
13	-0.662167	583.253145	0.017740	29
14	-0.625560	580.204771	0.002544	32
15	-0.000000	577.198517	0.000000	32
16	-0.659835	574.233444	0.008483	30
17	-0.708192	571.308645	0.026705	31
18	-0.000002	568.423237	0.000001	30
19	-0.572898	565.576365	0.018701	29
20	-0.039210	562.767201	0.002521	28
21	-0.002362	559.994938	0.000426	26
22	-0.866856	557.258797	0.005364	28
23	-1.038414	554.558018	0.007829	29
24	-0.819240	551.891865	0.006239	29
25	-0.928053	549.259621	0.010329	30
26	-0.430754	546.660592	0.006785	29
27	-0.838613	544.094102	0.010689	29
28	-0.045834	541.559494	0.000820	30
29	-0.000496	539.056129	0.000102	29
30	-1.103847	536.583387	0.012613	28
31	-0.462661	534.140663	0.012151	30
32	-0.274496	531.727370	0.002989	29
33	-0.970595	529.342935	0.028181	29
34	-1.057978	526.986802	0.018741	29
35	-0.997650	524.658430	0.014756	29
36	-0.629800	522.357290	0.016095	28
37	-0.550174	520.082868	0.014823	29
38	-0.730137	517.834665	0.011573	28
39	-0.000000	515.612193	0.000000	29
40	-0.853588	513.414976	0.013379	30
41	-0.786284	511.242551	0.011543	29
42	-0.884562	509.094468	0.026845	29
43	-0.846556	506.970285	0.010084	29
44	-0.115907	504.869574	0.003242	30
45	-0.965583	502.791916	0.009883	29
46	-0.071678	500.736903	0.002901	30
47	-0.966165	498.704137	0.011924	30
48	-0.542824	496.693228	0.014857	30
49	-0.634838	494.703798	0.003947	29
50	-0.000000	492.735476	0.000000	29
51	-0.689798	490.787900	0.008456	29
52	-0.769857	488.860718	0.034952	29
53	-1.028890	486.953585	0.008105	29
54	-0.524284	485.066164	0.006672	27
55	-0.573124	483.198126	0.010094	28
56	-0.598654	481.349149	0.009276	29
57	-0.715579	479.518920	0.014694	30
58	-0.319695	477.707132	0.002418	29
59	-0.899646	475.913485	0.007481	27
60	-0.000177	474.137684	0.000063	29
61	-1.035841	472.379445	0.026226	29
62	-0.000000	470.638485	0.000000	27
63	-0.947584	468.914531	0.013207	28
64	-1.038706	467.207315	0.008650	29
65	-0.574589	465.516573	0.013444	29
66	-0.000000	463.842050	0.000000	24
67	-0.553578	462.183494	0.007645	29
68	-1.144051	460.540658	0.025673	29
69	-0.000002	458.913303	0.000001	29
70	-1.006768	457.301192	0.011996	29
71	-0.594981	455.704096	0.039261	28
72	-0.761591	454.121787	0.008511	29
73	-0.000638	452.554045	0.000096	28
74	-0.000000	451.000653	0.000000	28
75	-0.808626	449.461399	0.010112	30
76	-0.000000	447.936075	0.000000	26
77	-0.347771	446.424477	0.006721	29
78	-0.000000	444.926406	0.000000	29
79	-0.272404	443.441666	0.005532	29
80	-0.914470	441.970065	0.012800	29
81	-0.309535	440.511415	0.006922	29
82	-0.845534	439.065533	0.007506	29
83	-0.000000	437.632238	0.000000	29
84	-0.761574	436.211351	0.005271	30
85	-0.273019	434.802701	0.004707	30
86	-0.390282	433.406117	0.005340	29
87	-0.561547	432.021430	0.007790	29
88	-0.796824	430.648479	0.011169	27
89	-0.000000	429.287101	0.000000	30
90	-0.633521	427.937140	0.012367	31
91	-1.074499	426.598440	0.009237	28
92	-0.787990	425.270849	0.006928	30
93	-1.149670	423.954220	0.023280	29
94	-0.618031	422.648404	0.006346	29
95	-1.041987	421.353259	0.010764	29
96	-0.562029	420.068643	0.008562	30
97	-0.673113	418.794419	0.005072	29
98	-0.085696	417.530451	0.003224	31
99	-0.000000	416.276604	0.000000	30
100	-0.991980	415.032748	0.008568	29
101	-0.812461	413.798754	0.010695	29
102	-0.544104	412.574495	0.017186	30
103	-0.926743	411.359849	0.016283	30
104	-0.637648	410.154691	0.010741	31
105	-1.044506	408.958904	0.018765	29
106	-0.641791	407.772368	0.014612	29
107	-0.791984	406.594968	0.014510	31
108	-0.448984	405.426590	0.010726	30
109	-0.872820	404.267122	0.011459	30
110	-0.000000	403.116456	0.000000	31
111	-0.000000	401.974481	0.000000	29
112	-0.435184	400.841093	0.004200	30
113	-0.528712	399.716187	0.008001	31
114	-0.922838	398.599660	0.005498	31
115	-0.557180	397.491411	0.009182	31
116	-0.320644	396.391342	0.006263	29
117	-0.000000	395.299353	0.000000	24
118	-1.013835	394.215350	0.009253	31
119	-1.054934	393.139238	0.009652	30
120	-0.544512	392.070924	0.013134	30
121	-0.000000	391.010316	0.000000	30
122	-0.517968	389.957325	0.010032	30
123	-0.000000	388.911862	0.000000	31
124	-1.177835	387.873839	0.039027	29
125	-0.718568	386.843173	0.005402	31
126	-0.549528	385.819777	0.008802	30
127	-0.733588	384.803569	0.009784	31
128	-0.668692	383.794468	0.005706	28
129	-0.930599	382.792393	0.012802	29
130	-0.095338	381.797264	0.005220	29
131	-0.855777	380.809005	0.013870	28
132	-0.000000	379.827537	0.000000	29
133	-0.919285	378.852786	0.011112	29
134	-0.797544	377.884678	0.006735	30
135	-0.194468	376.923138	0.004739	29
136	-0.476486	375.968095	0.004669	29
137	-0.061714	375.019479	0.003379	28
138	-0.495011	374.077218	0.004575	29
139	-0.759630	373.141244	0.004551	30
140	-0.000000	372.211489	0.000000	30
141	-0.012470	371.287887	0.001040	25
142	-0.191632	370.370370	0.004106	30
143	-1.145210	369.458876	0.012044	29
144	-0.121577	368.553338	0.002242	29
145	-0.663528	367.653696	0.009153	29
146	-0.068811	366.759885	0.001611	29
147	-0.592720	365.871846	0.005552	29
148	-0.928133	364.989518	0.006906	29
149	-0.614560	364.112841	0.003971	29
150	-0.903944	363.241757	0.011750	28
151	-0.817073	362.376208	0.004347	28
152	-0.002697	361.516137	0.000213	29
153	-0.742060	360.661488	0.005639	28
154	-0.881969	359.812206	0.012242	29
155	-0.064288	358.968236	0.001628	28
156	-0.622573	358.129524	0.012899	27
157	-0.687846	357.296018	0.009422	29
158	-0.229091	356.467665	0.005069	29
159	-0.149222	355.644414	0.004134	27
160	-0.138525	354.826213	0.002879	29
161	-1.035214	354.013012	0.013145	27
162	-0.000238	353.204763	0.000014	29
163	-0.000000	352.401415	0.000000	30
164	-0.994818	351.602922	0.015809	29
165	-1.050730	350.809235	0.012271	28
166	-0.177104	350.020308	0.002927	28
167	-0.812738	349.236095	0.012634	27
168	-0.022555	348.456550	0.000654	30
169	-1.073411	347.681627	0.007015	31
170	-0.000000	346.911283	0.000000	30
171	-0.873287	346.145474	0.010580	30
172	-1.107858	345.384157	0.005853	31
173	-0.400491	344.627288	0.004705	30
174	-0.955344	343.874826	0.023101	31
175	-1.022710	343.126729	0.019955	33
176	-0.935363	342.382957	0.009087	32
177	-1.179416	341.643469	0.015771	30
178	-0.583247	340.908224	0.011100	31
179	-0.619934	340.177184	0.004822	30
180	-0.143161	339.450309	0.003096	30
181	-0.229773	338.727561	0.003899	31
182	-0.914926	338.008902	0.009864	29
183	-0.640372	337.294295	0.003334	30
184	-0.877279	336.583703	0.011656	29
185	-0.922268	335.877089	0.031516	31
186	-0.876429	335.174416	0.005020	29
187	-0.067992	334.475651	0.002645	29
188	-0.373194	333.780756	0.013340	31
189	-0.726447	333.089698	0.015332	29
190	-0.929783	332.402443	0.007415	29
191	-0.000000	331.718955	0.000000	23
192	-0.862213	331.039203	0.025337	28
193	-0.000000	330.363153	0.000000	30
194	-0.231658	329.690771	0.003773	30
195	-0.557896	329.022027	0.010048	29
196	-1.039486	328.356888	0.023303	29
197	-0.000638	327.695322	0.000111	28
198	-0.282800	327.037299	0.004017	28
199	-0.966544	326.382787	0.010102	28
200	-0.544346	325.731758	0.008123	29
201	-0.041911	325.084179	0.001772	30
202	-0.058119	324.440023	0.002766	29
203	-0.000000	323.799258	0.000000	28
204	-1.041353	323.161858	0.010138	28
205	-0.071918	322.527792	0.001064	28
206	-0.523194	321.897034	0.006871	29
207	-0.000099	321.269554	0.000026	29
208	-1.023479	320.645325	0.022900	29
209	-0.622394	320.024320	0.007379	28
210	-1.187407	319.406512	0.055317	29
211	-1.178509	318.791875	0.017427	28
212	-0.919958	318.180381	0.028910	29
213	-1.104031	317.572005	0.005460	29
214	-0.000000	316.966721	0.000000	29
215	-0.073971	316.364504	0.001484	29
216	-0.000000	315.765329	0.000000	28
217	-0.225186	315.169170	0.003181	28
218	-0.009380	314.576003	0.000629	29
219	-0.001134	313.985804	0.000046	29
220	-1.223798	313.398548	0.016578	29
221	-0.653486	312.814213	0.007485	28
222	-0.424499	312.232773	0.003751	30
223	-1.177056	311.654207	0.020775	30
224	-0.173015	311.078491	0.006166	29
225	0.000000	310.505602	0.000000	30
226	-0.777772	309.935518	0.011712	29
227	-0.000000	309.368217	0.000000	23
228	-1.159177	308.803676	0.022937	29
229	-0.550495	308.241874	0.013600	29
230	-0.113517	307.682789	0.004292	27
231	-0.000026	307.126400	0.000011	29
232	-0.054690	306.572687	0.002182	29
233	-0.754916	306.021627	0.018070	29
234	-0.307203	305.473201	0.003177	27
235	-0.900595	304.927388	0.009458	29
236	-0.980153	304.384168	0.021429	29
237	-0.196722	303.843521	0.004452	29
238	-0.536843	303.305427	0.011161	29
239	-0.394965	302.769867	0.005954	29
240	-0.018177	302.236821	0.000871	29
241	-0.831881	301.706270	0.011959	30
242	-0.846298	301.178196	0.005869	29
243	-0.549232	300.652580	0.009020	28
244	-0.334421	300.129402	0.005313	29
245	-0.697389	299.608645	0.016550	28
246	-1.002142	299.090291	0.012428	27
247	-1.162118	298.574321	0.008959	28
248	-0.000002	298.060718	0.000001	29
249	-0.000000	297.549465	0.000000	28
250	-0.055737	297.040543	0.002205	31
251	-0.630527	296.533936	0.009844	30
252	-0.249759	296.029626	0.004078	29
253	-0.744442	295.527597	0.008846	29
254	-0.000000	295.027832	0.000000	29
255	-0.601262	294.530315	0.004923	28
256	-0.755384	294.035028	0.008453	29
257	-0.702562	293.541956	0.007832	28
258	-1.088141	293.051083	0.010130	29
259	-0.981087	292.562393	0.014018	29
260	-0.000000	292.075870	0.000000	29
261	-0.912167	291.591498	0.008502	29
262	-0.701911	291.109263	0.008062	29
263	-0.095531	290.629149	0.002383	29
264	-0.048295	290.151140	0.002791	27
265	-0.720592	289.675222	0.013072	29
266	-0.755930	289.201380	0.008184	29
267	-0.563217	288.729600	0.006018	29
268	-0.074591	288.259866	0.002726	28
269	-1.102122	287.792165	0.009295	29
270	-0.470847	287.326481	0.008295	28
271	-0.799030	286.862802	0.010154	29
272	-0.326276	286.401113	0.003967	28
273	-0.840320	285.941400	0.010132	29
274	-0.831724	285.483649	0.010985	29
275	-0.001264	285.027847	0.000117	30
276	-0.972595	284.573981	0.020082	28
277	-0.652606	284.122037	0.005393	29
278	-0.409595	283.672002	0.007660	28
279	-0.000000	283.223863	0.000000	28
280	-0.982847	282.777607	0.018808	29
281	-0.000000	282.333221	0.000000	29
282	-0.226187	281.890692	0.003968	29
283	-0.000000	281.450008	0.000000	29
284	-0.690657	281.011157	0.006756	29
285	-0.405519	280.574125	0.010467	29
286	-0.735950	280.138901	0.010325	30
287	-0.780049	279.705473	0.012040	29
288	-1.104677	279.273829	0.014330	30
289	-0.557133	278.843956	0.005887	29
290	-0.207994	278.415844	0.004330	29
291	-0.000000	277.989479	0.000000	29
292	-0.850123	277.564851	0.012262	28
293	-0.979308	277.141949	0.011118	29
294	-1.000573	276.720761	0.009570	29
295	-1.036401	276.301275	0.012691	29
296	-0.000000	275.883480	0.000000	29
297	-0.544412	275.467366	0.010454	28
298	-0.987457	275.052922	0.016373	29
299	-0.890789	274.640136	0.005591	28
300	-0.145185	274.228998	0.001908	28
301	-0.957162	273.819497	0.009133	29
302	-0.581242	273.411623	0.005705	28
303	-0.000000	273.005365	0.000000	24
304	-0.292131	272.600712	0.005686	29
305	-0.000000	272.197655	0.000000	29
306	-0.000000	271.796184	0.000000	24
307	-0.000159	271.396287	0.000047	27
308	-0.002267	270.997956	0.000099	29
309	-0.000000	270.601180	0.000000	29
310	-0.000000	270.205949	0.000000	29
311	-0.638552	269.812254	0.010615	29
312	-0.576428	269.420085	0.007740	29
313	-0.642925	269.029432	0.009755	30
314	-0.000000	268.640287	0.000000	27
315	-0.714904	268.252638	0.011604	29
316	-0.281964	267.866478	0.006362	29
317	-0.136183	267.481796	0.005784	29
318	-0.900675	267.098584	0.006316	27
319	-0.942706	266.716833	0.006581	29
320	-0.388194	266.336533	0.005950	29
321	-0.000000	265.957676	0.000000	29
322	-1.049266	265.580253	0.012799	29
323	-0.200416	265.204254	0.003013	28
324	-0.825793	264.829672	0.007795	28
325	-0.782222	264.456497	0.007308	29
326	-1.039603	264.084721	0.015611	30
327	-0.506149	263.714335	0.008730	29
328	-0.000000	263.345332	0.000000	29
329	-0.001128	262.977702	0.000133	29
330	-1.009532	262.611438	0.018928	29
331	-0.357673	262.246531	0.005274	29
332	-0.700010	261.882973	0.005003	30
333	-0.520556	261.520756	0.010339	29
334	-0.847263	261.159871	0.007448	29
335	-0.213678	260.800312	0.004551	29
336	-1.225067	260.442070	0.017238	31
337	-0.530177	260.085137	0.007870	29
338	-0.315944	259.729505	0.009021	29
339	-0.093926	259.375167	0.000613	30
340	-0.000000	259.022116	0.000000	28
341	-0.000000	258.670343	0.000000	29
342	-1.141287	258.319841	0.006583	30
343	-1.033334	257.970602	0.012147	29
344	-1.006217	257.622620	0.009525	30
345	-1.001580	257.275887	0.024220	30
346	-0.954663	256.930396	0.005899	31
347	-1.019880	256.586139	0.030904	30
348	-0.000000	256.243109	0.000000	29
349	-0.832306	255.901300	0.012618	29
350	-0.086525	255.560703	0.003525	25
351	-0.788907	255.221313	0.016273	29
352	-0.708463	254.883122	0.005251	30
353	-0.785779	254.546124	0.017401	29
354	-0.000941	254.210311	0.000090	30
355	-0.677509	253.875677	0.004674	30
356	-0.548254	253.542215	0.008117	31
357	-1.036620	253.209918	0.013361	29
358	-0.000001	252.878781	0.000000	28
359	-0.192676	252.548795	0.004210	30
360	-0.000608	252.219956	0.000044	30
361	-0.042633	251.892255	0.002045	29
362	-0.828384	251.565688	0.011082	31
363	-0.884792	251.240247	0.007148	29
364	-0.967957	250.915926	0.015753	30
365	-0.857028	250.592720	0.015602	30
366	-0.037068	250.270621	0.000359	31
367	-0.539802	249.949624	0.007321	30
368	-0.022695	249.629723	0.001377	30
369	-0.109761	249.310911	0.005611	32
370	-0.723899	248.993182	0.007448	28
371	-0.711000	248.676531	0.007346	30
372	-0.000000	248.360952	0.000000	25
373	-0.980214	248.046438	0.012342	29
374	-0.000070	247.732984	0.000012	29
375	-0.000947	247.420584	0.000094	29
376	-1.156977	247.109233	0.035851	28
377	-0.962633	246.798924	0.004089	29
378	-0.000000	246.489652	0.000000	29
379	-0.011481	246.181412	0.001249	29
380	-0.000000	245.874197	0.000000	28
381	-1.158606	245.568002	0.005750	29
382	-0.846268	245.262822	0.005627	30
383	-0.005953	244.958652	0.000925	28
384	-1.046823	244.655485	0.013056	27
385	-0.000000	244.353317	0.000000	29
386	-0.540536	244.052142	0.009277	29
387	-0.262004	243.751955	0.005324	28
388	-0.242359	243.452750	0.007768	28
389	-0.140107	243.154523	0.002900	28
390	-0.742285	242.857268	0.007819	29
391	-1.186610	242.560980	0.035609	29
392	-0.263289	242.265654	0.006529	29
393	-0.212664	241.971285	0.004862	28
