img,csf,gm,wm,
1005,0.7885796761535339,0.710578317849854,0.6886854546964015,
1003,0.6162695857480146,0.7502752035725717,0.7228213949620808,
1004,0.7525572744948854,0.7514159466972453,0.7309379717159806,
1125,0.3847876165256518,0.6908087652855951,0.746580992282773,
1122,0.82937930094706,0.7566509488372418,0.7317602936598151,
1113,0.7728370027037467,0.7473409929133513,0.691577540656192,
1101,0.804282022886674,0.7423002778627172,0.7508820226678654,
1107,0.7614339521119182,0.7614778076001402,0.7549332912970579,
1019,0.6675348478271355,0.7278677314061928,0.6999506609416241,
1018,0.7716122544266063,0.7522836566606564,0.7339282854334647,
1039,0.6929363141085854,0.729943507507296,0.6934127166999908,
1038,0.7750807445143675,0.7515443911957372,0.7247071452031092,
1119,0.7520562064830981,0.7246067054240533,0.6865288427580534,
1110,0.7600836570062742,0.7417433753448325,0.713534868783819,
1128,0.46904854847656813,0.6849183123571745,0.7241183737438923,
1116,0.8040466573553282,0.732610005371427,0.725564661203278,
1104,0.783338646265009,0.7396954786540839,0.7415027748219878,
1025,0.7720536214706396,0.7075913080664217,0.7072645164369794,
1024,0.7331467365412101,0.7496997090997116,0.7544295017072193,
1023,0.6188930719633043,0.7464419135995694,0.7298352675579386,
