img,csf,gm,wm,
1113,0.7926067617708742,0.8041760612420805,0.60979140297756,
1110,0.8245370591894349,0.8483833913158372,0.7137415961233102,
1039,0.662712321380426,0.835429938794417,0.7003016729675561,
1005,0.34636581593996824,0.2551310468773401,0.16950576525497793,
1025,0.4466703400503778,0.25802334566929247,0.1724935809897129,
1122,0.6592511013215859,0.2990539639210932,0.2159898448391155,
1119,0.789061794292753,0.3336387294388814,0.2309158657238606,
1128,0.7512225174232798,0.8243474606878924,0.7311912360502808,
1023,0.5287302406304236,0.8059021353018156,0.5804909468260216,
1003,0.5319897786991948,0.8157326869432601,0.6149334620700753,
1101,0.532458859187972,0.2770436280257469,0.20046462405406418,
1024,0.5309297444128904,0.2728614366369705,0.14443442903021986,
1019,0.6017972324824963,0.8475099370554863,0.713791315207383,
1038,0.7941196441909418,0.8330536567107376,0.7003569348938308,
1018,0.7413550536838208,0.8311608569112299,0.686173434406408,
1004,0.5635257063016553,0.226296493925063,0.1713129806081364,
1116,0.7905812882150934,0.2561449072588219,0.19380954938864306,
1104,0.7678137323753443,0.850838866412059,0.706585746131148,
1125,0.4044235347650505,0.27955145242929275,0.17410248939247275,
1107,0.004111664141960614,0.8112893019322602,0.6589382912555574,
