img,csf,gm,wm,
1005,0.9295753918610641,0.743158530097694,0.8709192663007096,
1003,0.6471334348046677,0.7971955261450131,0.8796518754596715,
1004,0.7791161963560715,0.7467076842390565,0.8453804253413578,
1125,0.9141833365842381,0.7195442180982893,0.8357520483395339,
1122,0.8784236507090016,0.6738935773753533,0.7982043163313406,
1113,0.812031222191147,0.7823436157467356,0.8737651214798543,
1101,0.8550352290863794,0.7647227139308636,0.8753182610760599,
1107,0.7519711827096258,0.7825837733789268,0.8576477824262686,
1019,0.6670950330913064,0.7694991470611283,0.8530256305312743,
1018,0.8160654898951138,0.7850698336880527,0.8795234634133637,
1039,0.693801679379527,0.7601924811581671,0.8677371777560814,
1038,0.8232883596860865,0.7756262880758452,0.8738934647063351,
1119,0.890821144765634,0.721551074772814,0.8499561039109566,
1110,0.8292001929080894,0.7983358557582576,0.8295841623350243,
1128,0.8333435133154166,0.6980803455408422,0.8191414534835841,
1116,0.8823529411764706,0.7518637475017413,0.8269798373012565,
1104,0.8122461730709153,0.7288225227385453,0.8285718966814989,
1025,0.9224076242518865,0.7671701222516704,0.8504620916828037,
1024,0.7662746906463761,0.7709313201463446,0.8714621971882585,
1023,0.6546116657248697,0.7757572889896998,0.8809872966891538,
