img,csf,gm,wm,
1113,0.811650029359953,0.8808517975109168,0.8459553427630715,
1110,0.8311405102856727,0.9035176856261763,0.8781749990528988,
1039,0.6507786195286195,0.8800525010157285,0.8344589294730417,
1005,0.9086500655307995,0.8870919466407717,0.8576144788184441,
1025,0.9017448263868761,0.8847604958388694,0.855742178905632,
1122,0.8643058350100603,0.867723811611797,0.8426981474238168,
1119,0.8646278932782279,0.8542386568784361,0.8273455713204984,
1128,0.8107574478926166,0.8659547394980609,0.8272509128210138,
1023,0.5553642579566137,0.8968600098805306,0.8654307633008815,
1003,0.5515039656806505,0.8893136677534718,0.8486953971748781,
1101,0.8119466835673684,0.8921278103459382,0.8546003010319909,
1024,0.6768352047770494,0.8994256755643569,0.8668745196883001,
1019,0.588469184890656,0.8914447199264743,0.8486273754391034,
1038,0.7887655566767575,0.8868048332559686,0.8523689850569821,
1018,0.7369697860766008,0.8898649767078909,0.8532680223893973,
1004,0.6985283052938875,0.8859466376815633,0.8544815479410998,
1116,0.8617545030815263,0.884665010425608,0.8419468182976978,
1104,0.7740777015997388,0.8996775209611375,0.8612614277292365,
1125,0.8959053903989928,0.8810203652882362,0.8393120517108104,
1107,0.7895690696737817,0.8547656053541294,0.8185022727724982,
