img,csf,gm,wm,
1025,0.8478930408929874,0.7005964605441698,0.7095831339677589,
1122,0.8450516588953925,0.6935821991862202,0.7334566014096441,
1018,0.7355150214592274,0.7243012996044682,0.7183537859707411,
1104,0.7627817128139086,0.7180656530947702,0.7353754119322375,
1024,0.6819942114059762,0.7165938411477154,0.7217028171881442,
1101,0.8054507949075906,0.7100576533642909,0.7277727635625663,
1019,0.5819216696029272,0.7076624258592676,0.7148179994267698,
1116,0.8266885802141872,0.6791523742836574,0.7023224793412843,
1119,0.8550294100172301,0.672949684520023,0.7184533896102546,
1004,0.7124109486314211,0.6807938795244687,0.7198005995676041,
1128,0.7797951208529662,0.6733204729168667,0.7403093883357041,
1107,0.7348584660837625,0.750561468171591,0.7222907359941413,
1005,0.8633268869049195,0.6782010254845354,0.705380360100067,
1125,0.8755866599368705,0.6906486887946932,0.7280424784278489,
1039,0.6110965372507869,0.6981994005806874,0.7057438325272125,
1113,0.7540759008083299,0.7105706284488704,0.7305829617683332,
1003,0.5820336868371803,0.7361694472205528,0.7241977535864771,
1110,0.7420141907619823,0.7420768820984142,0.7444930886654634,
1023,0.5913283553993851,0.7127678983402062,0.7248556494184717,
1038,0.7530774214447684,0.71905228548547,0.7187911605444168,
