img,csf,gm,wm,
1113,0.8230213291027675,0.9467067648018184,0.9278914818540124,
1110,0.8163108897053851,0.9298267785645938,0.8963058571154789,
1039,0.722895754573502,0.9389965668750461,0.9115886267911304,
1005,0.9267792482455859,0.9531998650728498,0.9231511468664724,
1025,0.9220295128360623,0.9512682471402271,0.9180202580042227,
1122,0.9169181543831582,0.9492045909792461,0.9279784361174991,
1119,0.8932178669097539,0.9450768168380683,0.9133747252358665,
1128,0.594684083177179,0.9174229990585765,0.8642384660003569,
1023,0.6365148514851485,0.9382259002642884,0.9148213325276884,
1003,0.6434114729178334,0.9403954512300156,0.9159802274083614,
1101,0.8451158996669159,0.9467370723208228,0.923017377623756,
1024,0.7405049515725324,0.9445249463846055,0.9175465966285682,
1019,0.683589242921807,0.9288370138982169,0.8934161259059955,
1038,0.8158886457573548,0.947679471054178,0.9246206521320971,
1018,0.777792241603749,0.9506923573228353,0.9277846123697647,
1004,0.75736211153249,0.9539842912331871,0.9356358347905863,
1116,0.9082851246659224,0.954548402905904,0.9296998213487732,
1104,0.7991629739044805,0.9257375182638695,0.8901677860093702,
1125,0.5005648474911774,0.9172910502656314,0.8800953865472486,
1107,0.8114260629624984,0.9373667350698969,0.9106816099831322,
