img,csf,gm,wm,
1113,0.8217765294479066,0.9553434794778597,0.9380549045635331,
1110,0.761628380027664,0.9333574010702335,0.9011095092898546,
1039,0.7215475364330326,0.9445467961209713,0.9185149761757412,
1005,0.8306731115814379,0.9228455427536771,0.8883388105686623,
1025,0.8097407639558054,0.9257339416097653,0.8869989656372295,
1122,0.8959980955907636,0.9480113569333134,0.9283547453622804,
1119,0.8550751079486711,0.9406383085252203,0.9177939098146961,
1128,0.4820713701519521,0.8965269151429648,0.8171202223848186,
1023,0.6209024296182029,0.9567380917469489,0.9360971803853594,
1003,0.6349143713992581,0.9531025564481475,0.9316067516295946,
1101,0.86130173396996,0.9527178575577885,0.9322541238980359,
1024,0.7332722766943217,0.9548372858341075,0.9307575364693047,
1019,0.6807231578482076,0.937445833498547,0.9042387945505453,
1038,0.8107276457101484,0.9554472088947196,0.9337472682979256,
1018,0.7724129015577532,0.9591120232145024,0.9379710492349456,
1004,0.8152177432410556,0.9583163867873894,0.9419301947805493,
1116,0.8615427128735257,0.9526344571781825,0.9292594101742547,
1104,0.8036027174080108,0.9259387008840879,0.8926806105561114,
1125,0.45129271534536725,0.8919830185664688,0.8323532691060905,
1107,0.8008317788446836,0.9516798234824936,0.9256580547851895,
